cct,nombre,cv_estatus,estatus,nivel1,nivel2,sostenimiento,municipio
26MMS0273E,COLEGIO DR. BRAULIO PEREZ MARCIO,1,ACTIVO,,,NO ESPECIFICADO,HERMOSILLO
26DPR0232V,PROGRESO,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,URES
26FEI0245J,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA ESQUEDA (AMPLIACIÃN),1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,FRONTERAS
26FEI0450T,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA BUENOS AIRES,1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,ALTAR
26MMS0403H,PREPARATORIA SANTA FÃ,0,INACTIVO,,,,NAVOJOA
26FIC0060F,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE BACERAC 2,0,INACTIVO,,,,BACERAC
26DPB0020R,TRIBU PIMA,0,INACTIVO,PRIMARIA,INDÃGENA,NO ESPECIFICADO,YÃCORA
26PPR0075Z,INSTITUTO HALIL S. C.,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26DJN0505E,PERLA DEL MAR,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CABORCA
26DPR1054P,BENITO JUAREZ,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,GUAYMAS
26MMS0384J,INSTITUTO GASTRONOMICO CASSEROLE,0,INACTIVO,,,,HERMOSILLO
26DPR0068L,JUAN ESCUTIA,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CABORCA
26DPR1448A,JESUS JOSE LOYA ABOYTIA,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26ECB0020M,COLEGIO DE BACHILLERES PLANTEL QUETCHEHUECA,1,ACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,CAJEME
26DPR0355E,EMILIANO ZAPATA,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NAVOJOA
26DPR0592G,GENERAL LAZARO CARDENAS,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,IMURIS
26EDI0002P,C.A.D.I. NUM. 2 ALMA C. DE BOURS,1,ACTIVO,INICIAL,LACTANTE Y MATERNAL,NO ESPECIFICADO,CAJEME
26KPR0112S,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26DES0014A,MOISES SAENZ,1,ACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,CAJEME
26DPR1424R,ESCUELA PRIMARIA NUEVA CREACION,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CANANEA
26PPR0340H,DOLORES C DE PACHECO,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,GUAYMAS
26EPR0321N,FRANCISCO BURRUEL AHUMADA,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,PITIQUITO
26PES0221N,COLEGIO NUEVAS GENERACIONES,1,ACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26EPR0196F,ALMA DELIA ARAGON ROMERO,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26PJN0218Q,SAN LUIS A. C.,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,SAN LUIS RÃO COLORADO
26FEI0322Y,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA SAN IGNACIO RÃO MUERTO (EL GALLITO),1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,SAN IGNACIO RÃO MUERTO
26MMS0160B,TELEBACHILLERATO COMUNITARIO DE PAREDONCITO,1,ACTIVO,,,NO ESPECIFICADO,BENITO JUÃREZ
26PPR0220V,COLEGIO EDUCATIVO UNION,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CAJEME
26DPR0671T,DON BENITO JUAREZ,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CABORCA
26DPR0837K,VICENTE GUERRERO,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NAVOJOA
26KJN0466C,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,GUAYMAS
26AZP0045M,SUPERVICIOS DE ZONA ESCOLAR DE EDUCACION PREESCOLAR NUM. 45,0,INACTIVO,,,,NAVOJOA
26AZT0003Z,SUPERVISION ESCOLAR NUM. 3 DE EDUCACION SECUNDARIA TECNICA,0,INACTIVO,,,,CAJEME
26AZT0012H,SUPERVISION ESCOLAR NUM. 12 DE EDUCACION SECUNDARIA TECNICA,0,INACTIVO,,,,CABORCA
26BBE0065J,BIBLIOTECA DE LA PREPARATORIA MANUEL TORRES VALDEZ,0,INACTIVO,,,,BÃCUM
26FZP0035A,ZONA ESCOLAR PREESCOLAR NUM. 35,1,ACTIVO,,,,CABORCA
26KNP0051Z,ESCUELA PRIMARIA,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26EJN0088H,CENTRO DE ASISTENCIA PRESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,URES
26DCC0273P,NABUITITAJKU,0,INACTIVO,PREESCOLAR,INDÃGENA,NO ESPECIFICADO,ÃLAMOS
26KPR0298N,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ETCHOJOA
26DPR0576P,BENITO JUAREZ,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CABORCA
26DPR0610F,AULA RURAL MOVIL 216,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,ÃLAMOS
26BBE0066I,BIBLIOTECA DE LA PREPARATORIA REGIONAL DEL RIO SONORA,0,INACTIVO,,,,BANÃMICHI
26KPR0157O,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,GENERAL PLUTARCO ELÃAS CALLES
26KPR0162Z,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,QUIRIEGO
26KPR0202K,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,SAN LUIS RÃO COLORADO
26MMS0328R,COLEGIO NACIONAL DE CAPACITACION Y BACHILLERATO,1,ACTIVO,,,NO ESPECIFICADO,HERMOSILLO
26KPR0240N,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ÃLAMOS
26KPR0517J,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,LA COLORADA
26KPR0787C,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,QUIRIEGO
26KPR0513N,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ÃLAMOS
26KPR0727O,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ÃLAMOS
26KPR0780J,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26BBE1658A,BIBLIOTECA DEL INSTITUTO VANGUARDIA,0,INACTIVO,,,,HERMOSILLO
26KPR0191V,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ETCHOJOA
26KPR0199N,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,NAVOJOA
26KPR0227T,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,YÃCORA
26KPR0519H,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,GUAYMAS
26BBS0019A,BIBLIOTECA DE LA UNIVERSIDAD LA SALLE NOROESTE CAMPUS HERMOSILLO,1,ACTIVO,,,,HERMOSILLO
26AZP0044N,SUPERVICIOS DE ZONA ESCOLAR DE EDUCACION PREESCOLAR NUM. 44,0,INACTIVO,,,,HERMOSILLO
26AZT0011I,SUPERVISION ESCOLAR NUM. 11 DE EDUCACION SECUNDARIA TECNICA,0,INACTIVO,,,,CAJEME
26KPR0154R,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,PITIQUITO
26KPR0167V,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,QUIRIEGO
26KPR0219K,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ARIZPE
26PET0150Z,INSTITUTO COMERCIAL PROF. AMADEO HERNANDEZ C,0,INACTIVO,MEDIA SUPERIOR,PROFESIONAL TÃCNICO,NO ESPECIFICADO,BAVIÃCORA
26PJN0110Z,EL PRINCIPITO,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,GUAYMAS
26KPR0233D,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26DPR0485Y,RICARDO FLORES MAGON,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,GUAYMAS
26KPR0793N,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,QUIRIEGO
26DPR0613C,5 DE MAYO,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26FIC0091Z,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE ACEITUNITAS (SUBE Y BAJA),1,ACTIVO,,,,BENITO JUÃREZ
26BBE0074R,BIBLIOTECA DE LA PREPARATORIA DEL INSTITUTO SONORENSE DE BACHILLERES,0,INACTIVO,,,,HERMOSILLO
26BBE0087V,BIBLIOTECA DE LA PREPARATORIA DE PUERTO LIBERTAD,0,INACTIVO,,,,PITIQUITO
26BBE0166H,BIBLIOTECA PROF. FAUSTO ROJAS QUINTERO,0,INACTIVO,,,,NAVOJOA
26KPR0521W,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,GUAYMAS
26PJN0028Z,LOMA LINDA,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26DPR0186Z,MIGUEL HIDALGO,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,SAHUARIPA
26DPR0341B,JOSE MA MORELOS Y PAVON,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,SAN IGNACIO RÃO MUERTO
26FIC0225Y,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE BACHOCO EL ALTO,1,ACTIVO,,,,ETCHOJOA
26FEI0287I,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA NAVOJOA (GUADALUPE DE JUÃREZ 2),1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,NAVOJOA
26FEI0268U,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA (MAZATÃN 1),1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,MAZATÃN
26DPR0137R,MIGUEL HIDALGO,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NAVOJOA
26ZCC0100J,PERSONAL DE EDUCACION INDIGENA A REUBICAR,1,ACTIVO,,,,SAN LUIS RÃO COLORADO
26KPR0222Y,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,QUIRIEGO
26KPR0457L,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,QUIRIEGO
26KPR0499K,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,URES
26KPR0508B,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ÃLAMOS
26KPR0448D,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HUATABAMPO
26DPR1246E,18 DE MARZO,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,GUAYMAS
26KJN0463F,CURSO COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,ARIZPE
26BBE0002Y,BIBLIOTECA DEL CENTRO DE CAPACITACION PARA EL TRABAJO INDUSTRIAL NUM. 94,0,INACTIVO,,,,CAJEME
26DCC0265G,JUAN DE LA BARRERA,1,ACTIVO,PREESCOLAR,INDÃGENA,NO ESPECIFICADO,NAVOJOA
26DJN0159M,JARDIN DE NIÃOS NUEVA CREACION,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26DNM0043J,NUEVA CREACION NIÃOS MIGRANTES,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26PES0028I,SIETE DE NOVIEMBRE,0,INACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,HUÃSABAS
26FIZ0109S,INSPECCION ESCOLAR NUM. 109,1,ACTIVO,,,,AGUA PRIETA
26FUA0032G,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 32,1,ACTIVO,USAER,USAER,,NAVOJOA
26DPB0044A,GENERAL LAZARO BULE,0,INACTIVO,PRIMARIA,INDÃGENA,NO ESPECIFICADO,GUAYMAS
26KJN0472N,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,HUATABAMPO
26MMS0036C,CENTRO DE ATENCION PARA ESTUDIANTES DISCAPACITADOS AGUA PRIETA,1,ACTIVO,,,,AGUA PRIETA
26DJN0508B,SOR JUANA INES DE LA CRUZ,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CAJEME
26DJN0049G,ADOLFO DE LA HUERTA,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,GUAYMAS
26DJN0165X,DIEGO RIVERA,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26DNL0001L,CENTRO REGIONAL DE EDUCACION NORMAL RAFAEL RAMIREZ CASTAÃEDA,1,ACTIVO,SUPERIOR,LICENCIATURA Y POSGRADO,NO ESPECIFICADO,NAVOJOA
26PES0219Z,COLEGIO MIRANDA,1,ACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,NOGALES
26PBH0207R,CENTRO EDUCATIVO MARVID,1,ACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,SAN LUIS RÃO COLORADO
26EPR0295F,ESCUELA PRIMARIA NUEVA CREACION,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NACOZARI DE GARCÃA
26PES0262N,LSA LICEO SAN AGUSTIN,1,ACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26DPR1290S,FRANCISCO LABORIN BALLESTEROS,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26DST0032I,ESCUELA SECUNDARIA TECNICA NUM. 32,1,ACTIVO,SECUNDARIA,TÃCNICA,NO ESPECIFICADO,EMPALME
26PJN0127Z,MARGARITA,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CAJEME
26MMS0248F,ESCUELA JUAN BOSCO DE NOGALES A.C,1,ACTIVO,,,NO ESPECIFICADO,NOGALES
26MMS0110U,CENTRO DE EDUCACION MEDIA SUPERIOR A DISTANCIA TIERRA BLANCA,1,ACTIVO,,,NO ESPECIFICADO,NAVOJOA
26DPR0164O,JOSEFA ORTIZ DE DOMINGUEZ,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,ROSARIO
26FEB5202Z,SUPERVISION DE EDUCACION FISICA ESTATAL,0,INACTIVO,,,,NOGALES
26FEB5203Z,SUPERVISION DE EDUCACION FISICA ESTATAL,0,INACTIVO,,,,SAN LUIS RÃO COLORADO
26DPR1215L,FRAY PEDRO DE GANTE,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CABORCA
26FIC0448G,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE MOCTEZUMA 3,0,INACTIVO,,,,MOCTEZUMA
26KJN0506N,CURSO COMUNITARIO,1,ACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,ÃLAMOS
26KJN0718Q,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,ETCHOJOA
26KPR0751O,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,QUIRIEGO
26PJN0022E,AMERICA,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CAJEME
26DNM0045H,NUEVA CREACIÃN PREESCOLAR NIÃOS MIGRANTES,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26MMS0324V,CETEC OBREGON S.C.,1,ACTIVO,,,NO ESPECIFICADO,CAJEME
26PDI0088R,MUNDO MAGICO,1,ACTIVO,INICIAL,LACTANTE Y MATERNAL,NO ESPECIFICADO,AGUA PRIETA
26PDI0128B,EL MUNDO INFANTIL,1,ACTIVO,INICIAL,LACTANTE Y MATERNAL,NO ESPECIFICADO,AGUA PRIETA
26FIC0337B,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE HERMOSILLO LOS ARROYOS,0,INACTIVO,,,,HERMOSILLO
26PPR0196L,INSTITUTO PIERRE FAURE DEL NOROESTE,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CAJEME
26PSU0015W,UNIVERSIDAD DEL DESARROLLO PROFESIONAL A. C.,1,ACTIVO,SUPERIOR,LICENCIATURA Y POSGRADO,NO ESPECIFICADO,HERMOSILLO
26ETV0118A,TELESECUNDARIA 118,0,INACTIVO,SECUNDARIA,TELESECUNDARIA,NO ESPECIFICADO,HUATABAMPO
26KPR0651P,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ROSARIO
26DPR0780Z,EMILIANO ZAPATA,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CABORCA
26DPR0735N,MIGUEL HIDALGO Y COSTILLA,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,SAN IGNACIO RÃO MUERTO
26EPR0156E,PROF. EPIFANIO E VIEYRA,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NÃCORI CHICO
26KPR0057P,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,LA COLORADA
26EDI0015T,CENTRO DE ATENCION INFANTIL NUM. 4 S.E.C.,1,ACTIVO,INICIAL,LACTANTE Y MATERNAL,NO ESPECIFICADO,HERMOSILLO
26EJN0020A,JOSEFINA B NUÃEZ,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26EJN0141M,MARIA ELENA ARBALLO PIÃUELAS,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,GUAYMAS
26DPR0708Q,MARGARITA MAZA DE JUAREZ,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26DZC0017J,AQUILES SERDAN,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26KJN0688M,PREESCOLAR COMUNITARIO,1,ACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,ÃLAMOS
26KPR0639U,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,LA COLORADA
26BBE0163K,BIBLIOTECA DE LA SECUNDARIA ESTATAL CATALINA ACOSTA DE BERNAL,1,ACTIVO,,,,HUATABAMPO
26APT0001V,DIRECCION GENERAL DE CONALEP SONORA,1,ACTIVO,,,,HERMOSILLO
26FTV5001I,INSPECCION DE TELESECUNDARIA ESTATAL NUM. 1,1,ACTIVO,,,,ÃLAMOS
26FUA0067W,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 67,1,ACTIVO,USAER,USAER,,IMURIS
26FFS5026K,CENTRO DE EDUCACION FISICA,1,ACTIVO,,,,SANTA ANA
26FUA0017O,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 17,1,ACTIVO,USAER,USAER,,AGUA PRIETA
26KJN0566B,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,BAVIÃCORA
26DCC0112C,LA PRESITA,1,ACTIVO,PREESCOLAR,INDÃGENA,NO ESPECIFICADO,ÃLAMOS
26DCC0133P,EL PATITO,1,ACTIVO,PREESCOLAR,INDÃGENA,NO ESPECIFICADO,HUATABAMPO
26EMS0017F,CENTRO DE EDUCACION MEDIA SUPERIOR A DISTANCIA YECORA,1,ACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,YÃCORA
26PET0182R,COLEGIO BENEMERITO DE LAS AMERICAS S. C.,1,ACTIVO,MEDIA SUPERIOR,PROFESIONAL TÃCNICO,NO ESPECIFICADO,AGUA PRIETA
26FUA0045K,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 45,1,ACTIVO,USAER,USAER,,BÃCUM
26FUA0046J,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 46,1,ACTIVO,USAER,USAER,,CAJEME
26FUA0137A,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 137,1,ACTIVO,USAER,USAER,,HERMOSILLO
26FUA5278H,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 278,1,ACTIVO,USAER,USAER,,NOGALES
26ETV0250I,TELESECUNDARIA 250,1,ACTIVO,SECUNDARIA,TELESECUNDARIA,NO ESPECIFICADO,ETCHOJOA
26KNM0015X,JARDIN DE NIÂ¥OS,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26DJN0465U,JARDIN DE NIÂ¥OS,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,ROSARIO
26MMS0350T,COLEGIO DE BACHILLERES PLANTEL REFORMA EXTENSION BUGAMBILIAS,0,INACTIVO,,,NO ESPECIFICADO,HERMOSILLO
26DES0040Z,LUIS DONALDO COLOSIO M,1,ACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,MAGDALENA
26AZI0109X,SUPERVISION DE ZONA NUM. 260109,0,INACTIVO,,,,ETCHOJOA
26PES0116C,SECUNDARIA SECCION 54 DEL SNTE NUM. 42,0,INACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,ÃLAMOS
26PES0121O,SUAQUI GRANDE,0,INACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,SUAQUI GRANDE
26KTV0088H,SECUNDARIA COMUNITARIA,0,INACTIVO,SECUNDARIA,COMUNITARIO,NO ESPECIFICADO,NAVOJOA
26KPR0077C,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ETCHOJOA
26KPR0123Y,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26FIZ0059A,INSPECCION ESCOLAR NUM. 59,1,ACTIVO,,,,HERMOSILLO
26FEI0036D,MODULO DE EDUCACION INICIAL NO ESCOLARIZADA NUM. 29,0,INACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,CAJEME
26KJN0398W,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,NAVOJOA
26FFS0018U,CONDUCCION DE EDUCACION FISICA,0,INACTIVO,,,,SANTA ANA
26KJN0512Y,CURSO COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,ÃLAMOS
26EJN0231E,JOSEFINA PADILLA DE JIMENEZ,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26EJN0103J,CENTRO DE ASISTENCIA PRESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HUATABAMPO
26DCC0022K,EL SABER,1,ACTIVO,PREESCOLAR,INDÃGENA,NO ESPECIFICADO,HUATABAMPO
26EPR0369G,ANTONIO AGUILAR RENDÃN,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NOGALES
26DPR0886T,NUEVA CREACIÃN PRIMARIA,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,GUAYMAS
26ETK0030R,TELEBACHILLERATO COMUNITARIO AGIABAMPO 2,1,ACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,HUATABAMPO
26ETV0154F,TELESECUNDARIA 154,1,ACTIVO,SECUNDARIA,TELESECUNDARIA,NO ESPECIFICADO,MAGDALENA
26FIC0266Y,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE COLINAS DE SONOIDAG 2,0,INACTIVO,,,,GENERAL PLUTARCO ELÃAS CALLES
26DPR0155G,NETZAHUALCOYOTL,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NAVOJOA
26DPR1279W,SOR JUANA INES DE LA CRUZ,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,AGUA PRIETA
26DPR0262P,ALEJANDRO C. IBERRI,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,GUAYMAS
26MMS0121Z,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS UNIDAD BANAMICHI,1,ACTIVO,,,NO ESPECIFICADO,BANÃMICHI
26KPR0043M,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,CABORCA
26KJN0856S,CURSO COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26KPR0405F,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,PITIQUITO
26DPT0013X,PLANTEL CONALEP 202. SAN LUIS RIO COLORADO,1,ACTIVO,MEDIA SUPERIOR,PROFESIONAL TÃCNICO BACHILLER,NO ESPECIFICADO,SAN LUIS RÃO COLORADO
26DST0059P,JOSE ARMANDO MARQUEZ VIDANA,1,ACTIVO,SECUNDARIA,TÃCNICA,NO ESPECIFICADO,GUAYMAS
26MMS0386H,LEADERSHIP SCHOOL,1,ACTIVO,,,,CAJEME
26FZF0040F,SUPERVISIÃN DE EDUCACIÃN FÃSICA ESTATAL 24,1,ACTIVO,,,,HERMOSILLO
26PDI0138I,TALITA CUMI,0,INACTIVO,INICIAL,LACTANTE Y MATERNAL,NO ESPECIFICADO,NAVOJOA
26PJN0294W,BRIGHTON BILINGUAL SCHOOL,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26PJN0511U,COLEGIO BILINGÃE FELARDI,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
