entidad,n_entidad,municipio,n_municipi,localidad,n_localidad,domicilio,clavecct,n_cct,turno,n_turno,tipo,nivel,subnivel,c_caracterizan2,control,subcontrol,periodo,insc_t,hom_t,muj_t,insc_1,hom_1,muj_1,insc_2,hom_2,muj_2,insc_3,hom_3,muj_3,insc_4,hom_4,muj_4,insc_5,hom_5,muj_5,insc_6,hom_6,muj_6,t_doc_p_h,t_doc_p_m,tot_doc_p,puericul_h,puericul_m,tot_puericul,asi_edu_h,asi_edu_m,tot_asi_edu,dirc_cg_h,dirc_cg_m,tot_dcg,dirc_sg_h,dirc_sg_m,tot_dsg,sub_ge_h,sub_ge_m,tot_subge,sub_aca_h,sub_aca_m,tot_subaca,docente_h,docente_m,tot_doc,tutores_h,tutores_m,tot_tutor,d_espfi_h,d_espfi_m,tot_espfi,d_espar_h,d_espar_m,tot_espar,d_espte_h,d_espte_m,tot_espte,d_espid_h,d_espid_m,tot_espid,d_promo_h,d_promo_m,tot_promo,paradoc_h,paradoc_m,tot_paradoc,per_adm_h,per_adm_m,tot_pradm,tot_per,escuelas,gpos_t,gpos_1,gpos_2,gpos_3,gpos_4,gpos_5,gpos_6,gpos_mg,ins_t,ing_t,rei_t,ins_1,ing_1,rei_1,ins_2,ing_2,rei_2,ins_3,ing_3,rei_3,ins_4,ing_4,rei_4,ins_5,ing_5,rei_5,ins_6,ing_6,rei_6,aula_aexi,aula_u_1,aula_u_2,aula_u_3,aula_u_4,aula_u_5,aula_u_6,aula_u_mg,aula_u_t,aula_a_1,aula_a_2,aula_a_3,aula_a_4,aula_a_5,aula_a_6,aula_a_mg,aula_a_t,taller,laborat,cubiculo_e,cubiculo_u,taller_u,egre_hom,egre_muj,egre_tot,regu_hom,regu_muj,regu_tot,doc_1,doc_2,doc_3,doc_4,doc_5,doc_6,doc_mg,doc_tot,tipo_org_docente,tipo_org_alumnos,periodo_escolar
16,MICHOACÁN DE OCAMPO,52,LÁZARO CÁRDENAS,67,CHUTA,NINGUNO NINGUNO,16DPR0888K,16 DE SEPTIEMBRE,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2324,19,9,10,4,1,3,2,0,2,2,2,0,6,4,2,3,1,2,2,1,1,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,19,18,1,4,4,0,2,2,0,2,2,0,6,5,1,3,3,0,2,2,0,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,MULTIGRADO,INCOMPLETA,2023-2024
19,NUEVO LEÓN,9,CADEREYTA JIMÉNEZ,649,LOS COCUYOS,NINGUNO NINGUNO,19DPR1017B,EMILIO CARRANZA,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2223,31,13,18,2,2,0,9,5,4,3,1,2,6,1,5,4,1,3,7,3,4,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,3,31,31,0,2,2,0,9,9,0,3,3,0,6,6,0,4,4,0,7,7,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,MULTIGRADO,INCOMPLETA,2022-2023
20,OAXACA,354,SANTA ANA ATEIXTLAHUACA,10,LA CORNETA,CALLE LOS NARANJOS,20DPB2026E,JOSE VASCONCELOS,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA INDIGENA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2020,24,9,15,2,0,2,3,3,0,2,1,1,7,1,6,1,0,1,9,4,5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,24,24,0,2,2,0,3,3,0,2,2,0,7,7,0,1,1,0,9,9,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,UNITARIA,INCOMPLETA,2020-2021
15,MÉXICO,90,TENANGO DEL VALLE,37,SAN PEDRO ZICTEPEC,CALLE JUAREZ,15DJN1577Z,AÑO DE LA CONSTITUCION,2,VESPERTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2019,69,36,33,16,6,10,28,18,10,25,12,13,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,1,3,1,1,1,0,0,0,0,69,69,0,16,16,0,28,28,0,25,25,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,COMPLEMENTARIA,COMPLETA,2019-2020
20,OAXACA,525,SANTO DOMINGO ZANATEPEC,1,SANTO DOMINGO ZANATEPEC,CALLE NICOLAS BRAVO,20DPR3545W,FRANCISCO VILLA,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2020,69,46,23,11,9,2,8,5,3,9,4,5,18,11,7,16,11,5,7,6,1,2,4,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,4,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,1,6,1,1,1,1,1,1,0,69,69,0,11,11,0,8,8,0,9,9,0,18,18,0,16,16,0,7,7,0,6,1,1,1,1,1,1,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,COMPLEMENTARIA,COMPLETA,2020-2021
28,TAMAULIPAS,22,MATAMOROS,1,HEROICA MATAMOROS,CALLE PLAN DE AYUTLA,28PDI0066D,GUARDERIA IMAGEN,1,MATUTINO,BASICA,INICIAL,INICIAL GENERAL,EDUCACIÓN INICIAL CON PRIMERO DE PREESCOLAR,PRIVADO,PARTICULAR,I2324,144,75,69,34,18,16,53,32,21,57,25,32,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,21,21,0,0,0,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,19,47,1,6,2,2,2,0,0,0,0,144,144,0,34,34,0,53,53,0,57,57,0,0,0,0,0,0,0,0,0,0,6,2,3,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO APLICA EN ESTE NIVEL,NO APLICA EN ESTE NIVEL,2023-2024
20,OAXACA,44,LOMA BONITA,34,SANTA SOFÍA LOMA BONITA,CALLE NI¥O PERDIDO,20DTV1479Z,TELESECUNDARIA,1,MATUTINO,BASICA,SECUNDARIA,TELESECUNDARIA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2223,24,12,12,11,6,5,5,1,4,8,5,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,1,1,0,0,0,0,24,24,0,11,11,0,5,5,0,8,8,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,1,1,1,0,0,0,0,3,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2022-2023
11,GUANAJUATO,20,LEÓN,1,LEÓN DE LOS ALDAMA,CALLE NARANJA,11EJN0080N,MARIA LUISA DIOSDADO,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,ESTATAL,I2223,251,132,119,33,17,16,109,59,50,109,56,53,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,9,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,1,9,1,4,4,0,0,0,0,251,251,0,33,33,0,109,109,0,109,109,0,0,0,0,0,0,0,0,0,0,9,1,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,9,COMPLEMENTARIA,COMPLETA,2022-2023
32,ZACATECAS,56,ZACATECAS,36,GONZÁLEZ ORTEGA (MACHINES),CALLE GONZALEZ ORTEGA,32DPR0479Y,GONZÁLEZ ORTEGA,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2019,132,69,63,31,13,18,19,10,9,22,11,11,18,9,9,20,11,9,22,15,7,2,4,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,6,1,1,1,1,1,1,0,132,132,0,31,31,0,19,19,0,22,22,0,18,18,0,20,20,0,22,22,0,6,1,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,COMPLEMENTARIA,COMPLETA,2019-2020
21,PUEBLA,129,SAN JOSÉ MIAHUATLÁN,1,SAN JOSÉ MIAHUATLÁN,CALLE MORELOS,21EPR0377U,MIGUEL HIDALGO,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,ESTATAL,I2020,436,215,221,63,28,35,69,37,32,82,43,39,66,25,41,75,36,39,81,46,35,3,9,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,1,12,2,2,2,2,2,2,0,436,436,0,63,63,0,69,69,0,82,82,0,66,66,0,75,75,0,81,81,0,13,2,2,2,2,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,12,COMPLEMENTARIA,COMPLETA,2020-2021
9,CIUDAD DE MÉXICO,6,IZTACALCO,1,IZTACALCO,RETORNO 5 DE SUR 16 NO. 48,09PPR1137M,COLEGIO TEOTIHUACAN,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PRIVADO,PARTICULAR,I2019,34,19,15,6,3,3,6,3,3,5,3,2,3,2,1,5,2,3,9,6,3,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,1,1,1,1,2,1,0,1,0,3,3,0,0,0,0,0,0,1,1,2,16,1,6,1,1,1,1,1,1,0,34,34,0,6,6,0,6,6,0,5,5,0,3,3,0,5,5,0,9,9,0,11,1,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,COMPLEMENTARIA,COMPLETA,2019-2020
26,SONORA,30,HERMOSILLO,1,HERMOSILLO,CALLE CARBO,26DJN0244J,OLIN YOLISTLI,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2020,91,49,42,0,0,0,38,22,16,53,27,26,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,1,4,0,2,2,0,0,0,0,91,91,0,0,0,0,38,38,0,53,53,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,COMPLEMENTARIA,INCOMPLETA,2020-2021
8,CHIHUAHUA,49,NONOAVA,4,ARROYO HONDO,NINGUNO NINGUNO,08KCC0195W,PREESCOLAR INDIGENA,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR CONAFE,INDIGENA,PÚBLICO,FEDERAL,I2019,3,1,2,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MULTIGRADO,INCOMPLETA,2019-2020
14,JALISCO,5,AMATITÁN,15,CHOME (ACHÍO),CALLE MAURICIO MELENDREZ,14DJN0515G,QUETZALCOATL,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2122,13,6,7,6,2,4,1,1,0,6,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,13,13,0,6,6,0,1,1,0,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,UNITARIA,INCOMPLETA,2021-2022
30,VERACRUZ DE IGNACIO DE LA LLAVE,4,ACTOPAN,34,PASO DEL CEDRO,CALLE ANONO,30DTV0644H,ENRIQUE C. REBSAMEN,1,MATUTINO,BASICA,SECUNDARIA,TELESECUNDARIA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2223,24,12,12,9,6,3,9,3,6,6,3,3,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,1,3,1,1,1,0,0,0,0,24,24,0,9,9,0,9,9,0,6,6,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,1,1,1,0,0,0,0,3,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2022-2023
7,CHIAPAS,89,TAPACHULA,126,JOSÉ MARÍA MORELOS,CALLE PRINCIPAL,07DPR0537Z,EVA SAMANO DE LOPEZ MATEOS,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2223,324,160,164,50,25,25,56,28,28,53,20,33,63,37,26,51,21,30,51,29,22,4,8,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,8,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,17,1,12,2,2,2,2,2,2,0,324,324,0,50,50,0,56,56,0,53,53,0,63,63,0,51,51,0,51,51,0,12,2,2,2,2,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,12,COMPLEMENTARIA,COMPLETA,2022-2023
22,QUERÉTARO,1,AMEALCO DE BONFIL,153,SANTA CLARA,CALLE CONOCIDO,22KJN0608O,PREESCOLAR COMUNITARIO,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR CONAFE,NO APLICA,PÚBLICO,FEDERAL,I2020,4,0,4,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,4,4,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MULTIGRADO,INCOMPLETA,2020-2021
7,CHIAPAS,101,TUXTLA GUTIÉRREZ,1,TUXTLA GUTIÉRREZ,CALLE LIBRAMIENTO NORTE ORIENTE SALOMON GONZALEZ BLANCO,07PJN0246Y,UNIDOS POR LA PAZ,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PRIVADO,PARTICULAR,I2020,48,23,25,18,7,11,15,9,6,15,7,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,3,3,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,12,14,22,1,3,1,1,1,0,0,0,0,48,48,0,18,18,0,15,15,0,15,15,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,COMPLEMENTARIA,COMPLETA,2020-2021
20,OAXACA,171,SAN JOSÉ TENANGO,1,SAN JOSÉ TENANGO,CALLE RANCHO MORELOS,20DPB2127C,PROF. HERMINIO CERQUEDA GARCIA,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA INDIGENA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2122,118,49,69,0,0,0,25,11,14,24,11,13,22,7,15,23,9,14,24,11,13,0,5,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,1,1,1,1,1,0,118,118,0,0,0,0,25,25,0,24,24,0,22,22,0,23,23,0,24,24,0,6,1,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,5,COMPLEMENTARIA,INCOMPLETA,2021-2022
21,PUEBLA,83,IXTACAMAXTITLÁN,143,OCOTITLÁN,NINGUNO NINGUNO,21KPR0496S,PRIMARIA COMUNITARIA RURAL OCOTITLAN,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA CONAFE,NO APLICA,PÚBLICO,FEDERAL,I2019,8,3,5,1,0,1,1,0,1,2,1,1,1,0,1,1,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,8,8,0,1,1,0,1,1,0,2,2,0,1,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MULTIGRADO,INCOMPLETA,2019-2020
25,SINALOA,1,AHOME,1,LOS MOCHIS,CALLE MADERO,25DST0077F,SECUNDARIA TECNICA NUM. 74,1,MATUTINO,BASICA,SECUNDARIA,SECUNDARIA TECNICA,INDUSTRIAL,PÚBLICO,FEDERAL TRANSFERIDO,I2122,623,296,327,224,112,112,208,102,106,191,82,109,0,0,0,0,0,0,0,0,0,18,28,46,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,11,17,28,0,0,0,3,1,4,1,3,4,3,4,7,0,3,3,0,0,0,0,0,0,10,10,20,68,1,18,6,6,6,0,0,0,0,623,618,5,224,220,4,208,207,1,191,191,0,0,0,0,0,0,0,0,0,0,18,6,6,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,91,115,206,21,14,35,0,0,0,0,0,0,0,0,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2021-2022
16,MICHOACÁN DE OCAMPO,34,HIDALGO,1,CIUDAD HIDALGO,CALLE CUAUHTEMOC SUR,16PPR0258A,WILLIAM SHAKESPEARE,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PRIVADO,PARTICULAR,I2020,96,48,48,21,14,7,16,7,9,11,3,8,17,11,6,14,6,8,17,7,10,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,13,1,6,1,1,1,1,1,1,0,96,96,0,21,21,0,16,16,0,11,11,0,17,17,0,14,14,0,17,17,0,6,1,1,1,1,1,1,0,6,1,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,COMPLEMENTARIA,COMPLETA,2020-2021
7,CHIAPAS,96,TILA,4,ÁLVARO OBREGÓN,CALLE ALVARO OBREGON,07ETV0790Q,TELESECUNDARIA 770 ALVARO OBREGON,1,MATUTINO,BASICA,SECUNDARIA,TELESECUNDARIA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO-ESTATAL,I2020,74,38,36,25,9,16,24,15,9,25,14,11,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,1,1,0,0,0,0,74,74,0,25,25,0,24,24,0,25,25,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25,0,0,0,1,1,1,0,0,0,0,3,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2020-2021
23,QUINTANA ROO,10,BACALAR,251,PEDRO ANTONIO SANTOS,CALLE NINGUNO,23DTV0143D,RUBEN DARIO CARRILLO GONGORA,1,MATUTINO,BASICA,SECUNDARIA,TELESECUNDARIA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2019,27,13,14,12,7,5,6,2,4,9,4,5,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,1,0,0,0,0,27,25,2,12,10,2,6,6,0,9,9,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,1,3,4,0,0,1,0,0,0,1,2,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2019-2020
9,CIUDAD DE MÉXICO,6,IZTACALCO,1,IZTACALCO,CALLE TRIGO NO. 100,09DJN0545P,LUZ GONZALEZ BAZ,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL,I2122,79,35,44,11,6,5,26,11,15,42,18,24,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,5,5,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,11,1,5,1,2,2,0,0,0,0,79,79,0,11,11,0,26,26,0,42,42,0,0,0,0,0,0,0,0,0,0,5,1,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,5,COMPLEMENTARIA,COMPLETA,2021-2022
14,JALISCO,101,TONALÁ,1,TONALÁ,CALLE VALLE DE LAS ROSAS,14PPR0641Z,JEAN PIAGET,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PRIVADO,PARTICULAR,I2223,54,26,28,15,10,5,16,6,10,9,4,5,7,2,5,5,2,3,2,2,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,1,6,1,1,1,1,1,1,0,54,53,1,15,15,0,16,16,0,9,9,0,7,7,0,5,4,1,2,2,0,7,1,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,COMPLEMENTARIA,COMPLETA,2022-2023
21,PUEBLA,35,COXCATLÁN,5,OCOTLAMANIC,NINGUNO NINGUNO,21DCC0447U,BENITO JUAREZ,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR INDIGENA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2223,93,44,49,30,13,17,36,18,18,27,13,14,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,1,1,0,0,0,1,93,93,0,30,30,0,36,36,0,27,27,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,4,MULTIGRADO,COMPLETA,2022-2023
15,MÉXICO,33,ECATEPEC DE MORELOS,1,ECATEPEC DE MORELOS,CERRADA CARPINTERO,15PPR2738X,COLEGIO HUMBOLDT,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PRIVADO,PARTICULAR,I2122,74,35,39,15,5,10,6,4,2,8,1,7,12,6,6,18,10,8,15,9,6,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,12,1,6,1,1,1,1,1,1,0,74,74,0,15,15,0,6,6,0,8,8,0,12,12,0,18,18,0,15,15,0,6,1,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,COMPLEMENTARIA,COMPLETA,2021-2022
15,MÉXICO,99,TEXCOCO,1,TEXCOCO DE MORA,CALLE 1RA. CERRADA EMILIANO ZAPATA,15PJN6902R,JARDIN DE NIÑOS MANTUA,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PRIVADO,PARTICULAR,I2122,12,7,5,1,1,0,6,2,4,5,4,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,9,1,3,1,1,1,0,0,0,0,12,12,0,1,1,0,6,6,0,5,5,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,COMPLEMENTARIA,COMPLETA,2021-2022
